,label_tec,label_subtec,tec_name,sentence
2509,T1074,T1074.001,Local Data Staging,"PUNCHTRACK, aggregates collected data in a tmp file."
2510,T1074,T1074.001,Local Data Staging,"ECCENTRICBANDWAGON, has stored keystrokes and screenshots within the %temp%\GoogleChrome, %temp%\Downloads, and %temp%\TrendMicroUpdate directories."
2511,T1074,T1074.001,Local Data Staging,"PACEMAKER, has written extracted data to `tmp/dsserver-check.statementcounters`."
2512,T1074,T1074.001,Local Data Staging,"USBStealer, collects files matching certain criteria from the victim and stores them in a local directory for later exfiltration."
2513,T1074,T1074.001,Local Data Staging,"Threat Group-3390, has locally staged encrypted archives for later exfiltration efforts."
2514,T1074,T1074.001,Local Data Staging,"Sidewinder, has collected stolen files in a temporary folder in preparation for exfiltration."
2515,T1074,T1074.001,Local Data Staging,"FIN5, scripts save memory dump data into a specific directory on hosts in the victim environment."
2516,T1074,T1074.001,Local Data Staging,"Patchwork, copied all targeted files to a directory called index that was eventually uploaded to the C&C server."
2517,T1074,T1074.001,Local Data Staging,"APT5, has staged data on compromised systems prior to exfiltration often in `C:\Users\Public`."
2518,T1074,T1074.001,Local Data Staging,"TeamTNT, has aggregated collected credentials in text files before exfiltrating."
2519,T1074,T1074.001,Local Data Staging,"Indrik Spider, has stored collected date in a .tmp file."
2520,T1074,T1074.001,Local Data Staging,"Lazarus Group, malware IndiaIndia saves information gathered about the victim to a file that is saved in the %TEMP% directory, then compressed, encrypted, and uploaded to a C2 server."
2521,T1074,T1074.001,Local Data Staging,"Chimera, has staged stolen data locally on compromised hosts."
2522,T1074,T1074.001,Local Data Staging,"MuddyWater, has stored a decoy PDF file within a victim's `%temp%` folder."
2523,T1074,T1074.001,Local Data Staging,"APT3, has been known to stage files for exfiltration in a single location."
2524,T1074,T1074.001,Local Data Staging,"Wizard Spider, has staged ZIP files in local directories such as, `C:\PerfLogs\1\` and `C:\User\1\` prior to exfiltration."
2525,T1074,T1074.001,Local Data Staging,"Kimsuky, has staged collected data files under C:\Program Files\Common Files\System\Ole DB\."
2526,T1074,T1074.001,Local Data Staging,"APT39, has utilized tools to aggregate data prior to exfiltration."
2527,T1074,T1074.001,Local Data Staging,"GALLIUM, compressed and staged files in multi-part archives in the Recycle Bin prior to exfiltration."
2528,T1074,T1074.001,Local Data Staging,"Leviathan, has used C:\Windows\Debug and C:\Perflogs as staging directories."
2529,T1074,T1074.001,Local Data Staging,"menuPass, stages data prior to exfiltration in multi-part archives, often saved in the Recycle Bin."
2530,T1074,T1074.001,Local Data Staging,"BackdoorDiplomacy, has copied files of interest to the main drive's recycle bin."
2531,T1074,T1074.001,Local Data Staging,"Mustang Panda, has stored collected credential files in c:\windows\temp prior to exfiltration."
2532,T1074,T1074.001,Local Data Staging,"Mustang Panda, has also stored documents for exfiltration in a hidden folder on USB drives."
2533,T1074,T1074.001,Local Data Staging,"Dragonfly, has created a directory named ""out"" in the user's %AppData% folder and copied files to it."
2534,T1074,T1074.001,Local Data Staging,"FIN13, has utilized the following temporary folders on compromised Windows and Linux systems for their operations prior to exfiltration: `C:\Windows\Temp` and `/tmp`."
2535,T1074,T1074.001,Local Data Staging,"APT28, has stored captured credential information in a file named pi.log."
2536,T1074,T1074.001,Local Data Staging,"Volt Typhoon, has saved stolen files including the ntds.dit database and the `SYSTEM` and `SECURITY` Registry hives locally to the `C:\Windows\Temp\` directory."
2537,T1074,T1074.001,Local Data Staging,"TEMP.Veles, has created staging folders in directories that were infrequently used by legitimate users or processes."
2538,T1074,T1074.001,Local Data Staging,"Operation Wocao, has staged archived files in a temporary directory prior to exfiltration."
2539,T1074,T1074.001,Local Data Staging,"Honeybee, adds collected files to a temp.zip file saved in the %temp% folder, then base64 encodes it and uploads it to control server."
2540,T1074,T1074.001,Local Data Staging,"Dragonfly 2.0, created a directory named ""out"" in the user's %AppData% folder and copied files to it."
2541,T1074,T1074.001,Local Data Staging,"Machete, created their own directories to drop files into."
2542,T1074,T1074.001,Local Data Staging,"TRINITY malware used by FIN6, identifies payment card track data on the victim and then copies it to a local file in a subdirectory of C:\Windows\."
2543,T1036,T1036.005,Match Legitimate Name or Location,Adversaries may match or approximate the name or location of legitimate files or resources when naming/placing them.
2544,T1036,T1036.005,Match Legitimate Name or Location,This is done for the sake of evading defenses and observation.
2545,T1036,T1036.005,Match Legitimate Name or Location,"This may be done by placing an executable in a commonly trusted directory  or giving it the name of a legitimate, trusted program ."
2546,T1036,T1036.005,Match Legitimate Name or Location,"In containerized environments, this may also be done by creating a resource in a namespace that matches the naming convention of a container pod or cluster."
2547,T1036,T1036.005,Match Legitimate Name or Location,"Alternatively, a file or container image name given may be a close approximation to legitimate programs/images or something innocuous."
2548,T1036,T1036.005,Match Legitimate Name or Location,Adversaries may also use the same icon of the file they are trying to mimic.
2549,T1036,T1036.005,Match Legitimate Name or Location,"Misdat, saves itself as a file named `msdtc.exe`, which is also the name of the legitimate Microsoft Distributed Transaction Coordinator service binary."
2550,T1036,T1036.005,Match Legitimate Name or Location,"RainyDay, has used names to mimic legitimate software including ""vmtoolsd.exe"" to spoof Vmtools."
2551,T1036,T1036.005,Match Legitimate Name or Location,"MechaFlounder, has been downloaded as a file named lsass.exe, which matches the legitimate Windows file."
2552,T1036,T1036.005,Match Legitimate Name or Location,"SLOTHFULMEDIA, has mimicked the names of known executables, such as mediaplayer.exe."
2553,T1036,T1036.005,Match Legitimate Name or Location,"If installing itself as a service fails, Elise, instead writes itself as a file named svchost.exe saved in %APPDATA%\Microsoft\Network."
2554,T1036,T1036.005,Match Legitimate Name or Location,"OwaAuth, uses the filename owaauth.dll, which is a legitimate file that normally resides in %ProgramFiles%\Microsoft\Exchange Server\ClientAccess\Owa\Auth\; the malicious file by the same name is saved in %ProgramFiles%\Microsoft\Exchange Server\ClientAccess\Owa\bin\."
2555,T1036,T1036.005,Match Legitimate Name or Location,"Bundlore, has disguised a malicious .app file as a Flash Player update."
2556,T1036,T1036.005,Match Legitimate Name or Location,"S-Type, may save itself as a file named `msdtc.exe`, which is also the name of the legitimate Microsoft Distributed Transaction Coordinator service binary."
2557,T1036,T1036.005,Match Legitimate Name or Location,"DanBot, files have been named `UltraVNC.exe` and `WINVNC.exe` to appear as legitimate VNC tools."
2558,T1036,T1036.005,Match Legitimate Name or Location,"Cyclops Blink, can rename its running process to kworker:0/1, to masquerade as a Linux kernel thread."
2559,T1036,T1036.005,Match Legitimate Name or Location,"Cyclops Blink, has also named RC scripts used for persistence after WatchGuard artifacts."
2560,T1036,T1036.005,Match Legitimate Name or Location,"TinyTurla, has been deployed as `w64time.dll` to appear legitimate."
2561,T1036,T1036.005,Match Legitimate Name or Location,"Carberp, has masqueraded as Windows system file names, as well as ""chkntfs.exe"" and ""syscron.exe""."
2562,T1036,T1036.005,Match Legitimate Name or Location,"Pony, has used the Adobe Reader icon for the downloaded file to look more trustworthy."
2563,T1036,T1036.005,Match Legitimate Name or Location,"NightClub, has chosen file names to appear legitimate including EsetUpdate-0117583943.exe for its dropper."
2564,T1036,T1036.005,Match Legitimate Name or Location,"IceApple, .NET assemblies have used `App_Web_` in their file names to appear legitimate."
2565,T1036,T1036.005,Match Legitimate Name or Location,"Felismus, has masqueraded as legitimate Adobe Content Management System files."
2566,T1036,T1036.005,Match Legitimate Name or Location,"REvil, can mimic the names of known executables."
2567,T1036,T1036.005,Match Legitimate Name or Location,"Grandoreiro, has named malicious browser extensions and update files to appear legitimate."
2568,T1036,T1036.005,Match Legitimate Name or Location,"Skidmap, has created a fake rm binary to replace the legitimate Linux binary."
2569,T1036,T1036.005,Match Legitimate Name or Location,"Ninja, has used legitimate looking filenames for its loader including update.dll and x64.dll."
2570,T1036,T1036.005,Match Legitimate Name or Location,"Tarrask, has masqueraded as executable files such as `winupdate.exe`, `date.exe`, or `win.exe`."
2571,T1036,T1036.005,Match Legitimate Name or Location,"OLDBAIT, installs itself in %ALLUSERPROFILE%\\Application Data\Microsoft\MediaPlayer\updatewindws.exe; the directory name is missing a space and the file name is missing the letter ""o."""
2572,T1036,T1036.005,Match Legitimate Name or Location,"Sibot, has downloaded a DLL to the C:\windows\system32\drivers\ folder and renamed it with a .sys extension."
2573,T1036,T1036.005,Match Legitimate Name or Location,"PyDCrypt, has dropped DCSrv, under the `svchost.exe` name to disk."
2574,T1036,T1036.005,Match Legitimate Name or Location,"BLINDINGCAN, has attempted to hide its payload by using legitimate file names such as ""iconcache.db""."
2575,T1036,T1036.005,Match Legitimate Name or Location,"HermeticWizard, has been named `exec_32.dll` to mimic a legitimate MS Outlook .dll."
2576,T1036,T1036.005,Match Legitimate Name or Location,"RDAT, has masqueraded as VMware.exe."
2577,T1036,T1036.005,Match Legitimate Name or Location,"The Remsec, loader implements itself with the name Security Support Provider, a legitimate Windows function."
2578,T1036,T1036.005,Match Legitimate Name or Location,"Various Remsec, .exe files mimic legitimate file names used by Microsoft, Symantec, Kaspersky, Hewlett-Packard, and VMWare."
2579,T1036,T1036.005,Match Legitimate Name or Location,"Remsec, also disguised malicious modules using similar filenames as custom network encryption software on victims."
2580,T1036,T1036.005,Match Legitimate Name or Location,"ANDROMEDA, has been installed to `C:\Temp\TrustedInstaller.exe` to mimic a legitimate Windows installer service."
2581,T1036,T1036.005,Match Legitimate Name or Location,"Raindrop, was installed under names that resembled legitimate Windows file and directory names."
2582,T1036,T1036.005,Match Legitimate Name or Location,"Mis-Type, saves itself as a file named `msdtc.exe`, which is also the name of the legitimate Microsoft Distributed Transaction Coordinator service binary."
2583,T1036,T1036.005,Match Legitimate Name or Location,"KGH_SPY, has masqueraded as a legitimate Windows tool."
2584,T1036,T1036.005,Match Legitimate Name or Location,"Bad Rabbit, has masqueraded as a Flash Player installer through the executable file install_flash_player.exe."
2585,T1036,T1036.005,Match Legitimate Name or Location,"One of Dtrack, can hide in replicas of legitimate programs like OllyDbg, 7-Zip, and FileZilla."
2586,T1036,T1036.005,Match Legitimate Name or Location,"SUGARDUMP, has been named `CrashReporter.exe` to appear as a legitimate Mozilla executable."
2587,T1036,T1036.005,Match Legitimate Name or Location,"PUNCHBUGGY, mimics filenames from %SYSTEM%\System32 to hide DLLs in %WINDIR% and/or %TEMP%."
2588,T1036,T1036.005,Match Legitimate Name or Location,"Octopus, has been disguised as legitimate programs, such as Java and Telegram Messenger."
2589,T1036,T1036.005,Match Legitimate Name or Location,"Ryuk, has constructed legitimate appearing installation folder paths by calling GetWindowsDirectoryW and then inserting a null byte at the fourth character of the path."
2590,T1036,T1036.005,Match Legitimate Name or Location,"For Windows Vista or higher, the path would appear as C:\Users\Public."
2591,T1036,T1036.005,Match Legitimate Name or Location,"HTTPBrowser,'s installer contains a malicious file named navlu.dll to decrypt and run the RAT."
2592,T1036,T1036.005,Match Legitimate Name or Location,navlu.dll is also the name of a legitimate Symantec DLL.
2593,T1036,T1036.005,Match Legitimate Name or Location,"NOKKI, is written to %LOCALAPPDATA%\MicroSoft Updatea\svServiceUpdate.exe prior being executed in a new process in an apparent attempt to masquerade as a legitimate folder and file."
2594,T1036,T1036.005,Match Legitimate Name or Location,"LightNeuron, has used filenames associated with Exchange and Outlook for binary and configuration files, such as winmail.dat."
2595,T1036,T1036.005,Match Legitimate Name or Location,"Penquin, has mimicked the Cron binary to hide itself on compromised systems."
2596,T1036,T1036.005,Match Legitimate Name or Location,"LookBack, has a C2 proxy tool that masquerades as GUP.exe, which is software used by Notepad++."
2597,T1036,T1036.005,Match Legitimate Name or Location,"GoldenSpy,'s setup file installs initial executables under the folder %WinDir%\System32\PluginManager."
2598,T1036,T1036.005,Match Legitimate Name or Location,"AppleSeed, has the ability to rename its payload to ESTCommon.dll to masquerade as a DLL belonging to ESTsecurity."
2599,T1036,T1036.005,Match Legitimate Name or Location,"SocGholish, has been named `AutoUpdater.js` to mimic legitimate update files."
2600,T1036,T1036.005,Match Legitimate Name or Location,"Small Sieve, can use variations of Microsoft and Outlook spellings, such as ""Microsift"", in its file names to avoid detection."
2601,T1036,T1036.005,Match Legitimate Name or Location,"Ursnif, has used strings from legitimate system files and existing folders for its file, folder, and Registry entry names."
2602,T1036,T1036.005,Match Legitimate Name or Location,"Machete, renamed payloads to masquerade as legitimate Google Chrome, Java, Dropbox, Adobe Reader and Python executables."
2603,T1036,T1036.005,Match Legitimate Name or Location,"ThiefQuest, prepends a copy of itself to the beginning of an executable file while maintaining the name of the executable."
2604,T1036,T1036.005,Match Legitimate Name or Location,"The Bazar, loader has named malicious shortcuts ""adobe"" and mimicked communications software."
2605,T1036,T1036.005,Match Legitimate Name or Location,"The TAINTEDSCRIBE, main executable has disguised itself as Microsoft’s Narrator."
2606,T1036,T1036.005,Match Legitimate Name or Location,"DRATzarus, has been named `Flash.exe`, and its dropper has been named `IExplorer`."
2607,T1036,T1036.005,Match Legitimate Name or Location,"Bumblebee, has named component DLLs ""RapportGP.dll"" to match those used by the security company Trusteer."
2608,T1036,T1036.005,Match Legitimate Name or Location,"StrifeWater, has been named `calc.exe` to appear as a legitimate calculator program."
2609,T1036,T1036.005,Match Legitimate Name or Location,"SUNBURST, created VBScripts that were named after existing services or folders to blend into legitimate activities."
2610,T1036,T1036.005,Match Legitimate Name or Location,"QUADAGENT, used the PowerShell filenames Office365DCOMCheck.ps1 and SystemDiskClean.ps1."
2611,T1036,T1036.005,Match Legitimate Name or Location,"Ramsay, has masqueraded as a 7zip installer."
2612,T1036,T1036.005,Match Legitimate Name or Location,"SUPERNOVA, has masqueraded as a legitimate SolarWinds DLL."
2613,T1036,T1036.005,Match Legitimate Name or Location,"PlugX, has been disguised as legitimate Adobe and PotPlayer files."
2614,T1036,T1036.005,Match Legitimate Name or Location,"OSX/Shlayer, can masquerade as a Flash Player update."
2615,T1036,T1036.005,Match Legitimate Name or Location,"Starloader, has masqueraded as legitimate software update packages such as Adobe Acrobat Reader and Intel."
2616,T1036,T1036.005,Match Legitimate Name or Location,"Chaes, has used an unsigned, crafted DLL module named hha.dll that was designed to look like a legitimate 32-bit Windows DLL."
2617,T1036,T1036.005,Match Legitimate Name or Location,"Shark, binaries have been named `audioddg.pdb` and `Winlangdb.pdb` in order to appear legitimate."
2618,T1036,T1036.005,Match Legitimate Name or Location,"FoggyWeb, can be disguised as a Visual Studio file such as `Windows.Data.TimeZones.zh-PH.pri` to evade detection."
2619,T1036,T1036.005,Match Legitimate Name or Location,"Also, FoggyWeb,'s loader can mimic a genuine `dll` file that carries out the same import functions as the legitimate Windows `version.dll` file."
2620,T1036,T1036.005,Match Legitimate Name or Location,"NETWIRE, has masqueraded as legitimate software including TeamViewer and macOS Finder."
2621,T1036,T1036.005,Match Legitimate Name or Location,"USBStealer, mimics a legitimate Russian program called USB Disk Security."
2622,T1036,T1036.005,Match Legitimate Name or Location,"MarkiRAT, can masquerade as update.exe and svehost.exe; it has also mimicked legitimate Telegram and Chrome files."
2623,T1036,T1036.005,Match Legitimate Name or Location,"HermeticWiper, has used the name `postgressql.exe` to mask a malicious payload."
2624,T1036,T1036.005,Match Legitimate Name or Location,"Nebulae, uses functions named StartUserModeBrowserInjection and StopUserModeBrowserInjection indicating that it's trying to imitate chrome_frame_helper.dll."
2625,T1036,T1036.005,Match Legitimate Name or Location,"KOCTOPUS, has been disguised as legitimate software programs associated with the travel and airline industries."
2626,T1036,T1036.005,Match Legitimate Name or Location,"TEARDROP, files had names that resembled legitimate Window file and directory names."
2627,T1036,T1036.005,Match Legitimate Name or Location,"Doki, has disguised a file as a Linux kernel module."
2628,T1036,T1036.005,Match Legitimate Name or Location,"SUNSPOT, was identified on disk with a filename of taskhostsvc.exe and it created an encrypted log file at C:\Windows\Temp\vmware-vmdmp.log."
2629,T1036,T1036.005,Match Legitimate Name or Location,"GoldMax, has used filenames that matched the system name, and appeared as a scheduled task impersonating systems management software within the corresponding ProgramData subfolder."
2630,T1036,T1036.005,Match Legitimate Name or Location,"BADNEWS, attempts to hide its payloads using legitimate filenames."
2631,T1036,T1036.005,Match Legitimate Name or Location,"To establish persistence, SslMM, identifies the Start Menu Startup directory and drops a link to its own executable disguised as an “Office Start,” “Yahoo Talk,” “MSN Gaming Z0ne,” or “MSN Talk” shortcut."
2632,T1036,T1036.005,Match Legitimate Name or Location,"FinFisher, renames one of its .dll files to uxtheme.dll in an apparent attempt to masquerade as a legitimate file."
2633,T1036,T1036.005,Match Legitimate Name or Location,"Saint Bot, has been disguised as a legitimate executable, including as Windows SDK."
2634,T1036,T1036.005,Match Legitimate Name or Location,"RotaJakiro, has used the filename `systemd-daemon` in an attempt to appear legitimate."
2635,T1036,T1036.005,Match Legitimate Name or Location,"ThreatNeedle, chooses its payload creation path from a randomly selected service name from netsvc."
2636,T1036,T1036.005,Match Legitimate Name or Location,"InnaputRAT, variants have attempted to appear legitimate by using the file names SafeApp.exe and NeutralApp.exe."
2637,T1036,T1036.005,Match Legitimate Name or Location,"Calisto,'s installation file is an unsigned DMG image under the guise of Intego’s security solution for mac."
2638,T1036,T1036.005,Match Legitimate Name or Location,"PowGoop, has used a DLL named Goopdate.dll to impersonate a legitimate Google update file."
2639,T1036,T1036.005,Match Legitimate Name or Location,"Daserf, uses file and folder names related to legitimate programs in order to blend in, such as HP, Intel, Adobe, and perflogs."
2640,T1036,T1036.005,Match Legitimate Name or Location,"Samurai, has created the directory `%COMMONPROGRAMFILES%\Microsoft Shared\wmi\` to contain DLLs for loading successive stages."
2641,T1036,T1036.005,Match Legitimate Name or Location,"Metamorfo, has disguised an MSI file as the Adobe Acrobat Reader Installer and has masqueraded payloads as OneDrive, WhatsApp, or Spotify, for example."
2642,T1036,T1036.005,Match Legitimate Name or Location,"Pysa, has executed a malicious executable by naming it svchost.exe."
2643,T1036,T1036.005,Match Legitimate Name or Location,"The Black Basta, dropper has mimicked an application for creating USB bootable drivers."
2644,T1036,T1036.005,Match Legitimate Name or Location,"Green Lambert, has been disguised as a Growl help file."
2645,T1036,T1036.005,Match Legitimate Name or Location,"Fysbis, has masqueraded as trusted software rsyncd and dbus-inotifier."
2646,T1036,T1036.005,Match Legitimate Name or Location,"Chinoxy, has used the name `eoffice.exe` in attempt to appear as a legitimate file."
2647,T1036,T1036.005,Match Legitimate Name or Location,"ChChes, copies itself to an .exe file with a filename that is likely intended to imitate Norton Antivirus but has several letters reversed ."
2648,T1036,T1036.005,Match Legitimate Name or Location,"A Winnti for Windows, implant file was named ASPNET_FILTER.DLL, mimicking the legitimate ASP.NET ISAPI filter DLL with the same name."
2649,T1036,T1036.005,Match Legitimate Name or Location,"Goopy, has impersonated the legitimate goopdate.dll, which was dropped on the target system with a legitimate GoogleUpdate.exe."
2650,T1036,T1036.005,Match Legitimate Name or Location,"Bisonal, has renamed malicious code to `msacm32.dll` to hide within a legitimate library; earlier versions were disguised as `winhelp`."
2651,T1036,T1036.005,Match Legitimate Name or Location,"Ixeshe, has used registry values and file names associated with Adobe software, such as AcroRd32.exe."
2652,T1036,T1036.005,Match Legitimate Name or Location,"BackConfig, has hidden malicious payloads in %USERPROFILE%\Adobe\Driver\dwg\ and mimicked the legitimate DHCP service binary."
2653,T1036,T1036.005,Match Legitimate Name or Location,"Cuba, has been disguised as legitimate 360 Total Security Antivirus and OpenVPN programs."
2654,T1036,T1036.005,Match Legitimate Name or Location,"PipeMon, modules are stored on disk with seemingly benign names including use of a file extension associated with a popular word processor."
2655,T1036,T1036.005,Match Legitimate Name or Location,"StrongPity, has been bundled with legitimate software installation files for disguise."
2656,T1036,T1036.005,Match Legitimate Name or Location,"Gelsemium, has named malicious binaries `serv.exe`, `winprint.dll`, and `chrome_elf.dll` and has set its persistence in the Registry with the key value Chrome Update to appear legitimate."
2657,T1036,T1036.005,Match Legitimate Name or Location,"KONNI, has created a shortcut called ""Anti virus service.lnk"" in an apparent attempt to masquerade as a legitimate file."
2658,T1036,T1036.005,Match Legitimate Name or Location,"DarkComet, has dropped itself onto victim machines with file names such as WinDefender.Exe and winupdate.exe in an apparent attempt to masquerade as a legitimate file."
2659,T1036,T1036.005,Match Legitimate Name or Location,"EKANS, has been disguised as update.exe to appear as a valid executable."
2660,T1036,T1036.005,Match Legitimate Name or Location,"InvisiMole, has disguised its droppers as legitimate software or documents, matching their original names and locations, and saved its files as mpr.dll in the Windows folder."
2661,T1036,T1036.005,Match Legitimate Name or Location,"ZLib, mimics the resource version information of legitimate Realtek Semiconductor, Nvidia, or Synaptics modules."
2662,T1036,T1036.005,Match Legitimate Name or Location,"QUIETEXIT, has attempted to change its name to `cron` upon startup."
2663,T1036,T1036.005,Match Legitimate Name or Location,"During incident response, QUIETEXIT, samples have been identified that were renamed to blend in with other legitimate files."
2664,T1036,T1036.005,Match Legitimate Name or Location,"TRITON, disguised itself as the legitimate Triconex Trilog application."
2665,T1036,T1036.005,Match Legitimate Name or Location,"TeamTNT, has replaced .dockerd and .dockerenv with their own scripts and cryptocurrency mining software."
2666,T1036,T1036.005,Match Legitimate Name or Location,"Gamaredon Group, has used legitimate process names to hide malware including svchosst."
2667,T1036,T1036.005,Match Legitimate Name or Location,"Volt Typhoon, has used legitimate looking filenames for compressed copies of the ntds.dit database and used names including cisco_up.exe, cl64.exe, vm3dservice.exe, watchdogd.exe, Win.exe, WmiPreSV.exe, and WmiPrvSE.exe for the Earthworm and Fast Reverse Proxy tools."
2668,T1036,T1036.005,Match Legitimate Name or Location,"BRONZE BUTLER, has given malware the same name as an existing file on the file share server to cause users to unwittingly launch and install the malware on additional systems."
2669,T1036,T1036.005,Match Legitimate Name or Location,"TA2541, has used file names to mimic legitimate Windows files or system functionality."
2670,T1036,T1036.005,Match Legitimate Name or Location,"APT41, attempted to masquerade their files as popular anti-virus software."
2671,T1036,T1036.005,Match Legitimate Name or Location,"Indrik Spider, used fake updates for FlashPlayer plugin and Google Chrome as initial infection vectors."
2672,T1036,T1036.005,Match Legitimate Name or Location,"FIN7, has attempted to run Darkside ransomware with the filename sleep.exe."
2673,T1036,T1036.005,Match Legitimate Name or Location,"Mustard Tempest, has used the filename `AutoUpdater.js` to mimic legitimate update files and has also used the Cyrillic homoglyph characters С `` and а ``, to produce the filename `Сhrome.Updаte.zip`."
2674,T1036,T1036.005,Match Legitimate Name or Location,"MuddyWater, has disguised malicious executables and used filenames and Registry key names associated with Windows Defender."
2675,T1036,T1036.005,Match Legitimate Name or Location,"WIRTE, has named a first stage dropper `Kaspersky Update Agent` in order to appear legitimate."
2676,T1036,T1036.005,Match Legitimate Name or Location,"Patchwork, installed its payload in the startup programs folder as ""Baidu Software Update."""
2677,T1036,T1036.005,Match Legitimate Name or Location,"The group also adds its second stage payload to the startup programs as “Net Monitor."""
2678,T1036,T1036.005,Match Legitimate Name or Location,"They have also dropped QuasarRAT, binaries as files named microsoft_network.exe and crome.exe."
2679,T1036,T1036.005,Match Legitimate Name or Location,"Transparent Tribe, can mimic legitimate Windows directories by using the same icons and names."
2680,T1036,T1036.005,Match Legitimate Name or Location,"admin@338, actors used the following command to rename one of their tools to a benign file name: ren ""%temp%\upload"" audiodg.exe Earth Lusca, used the command `move file path, c:\windows\system32\spool\prtprocs\x64\spool.dll` to move and register a malicious DLL name as a Windows print processor, which eventually was loaded by the Print Spooler service."
2681,T1036,T1036.005,Match Legitimate Name or Location,"BackdoorDiplomacy, has dropped implants in folders named for legitimate software."
2682,T1036,T1036.005,Match Legitimate Name or Location,"Ferocious Kitten, has named malicious files update.exe and loaded them into the compromise host's “Public” folder."
2683,T1036,T1036.005,Match Legitimate Name or Location,"APT29, has renamed malicious DLLs with legitimate names to appear benign; they have also created an Azure AD certificate with a Common Name that matched the display name of the compromised service principal."
2684,T1036,T1036.005,Match Legitimate Name or Location,"APT28, has changed extensions on files containing exfiltrated data to make them appear benign, and renamed a web shell instance to appear as a legitimate OWA page."
2685,T1036,T1036.005,Match Legitimate Name or Location,"Naikon, has disguised malicious programs as Google Chrome, Adobe, and VMware executables."
2686,T1036,T1036.005,Match Legitimate Name or Location,"Chimera, has renamed malware to GoogleUpdate.exe and WinRAR to jucheck.exe, RecordedTV.ms, teredo.tmp, update.exe, and msadcs1.exe."
2687,T1036,T1036.005,Match Legitimate Name or Location,"APT32, has renamed a NetCat binary to kb-10233.exe to masquerade as a Windows update."
2688,T1036,T1036.005,Match Legitimate Name or Location,"APT32, has also renamed a Cobalt Strike beacon payload to install_flashplayers.exe."
2689,T1036,T1036.005,Match Legitimate Name or Location,"Ke3chang, has dropped their malware into legitimate installed software paths including: `C:\ProgramFiles\Realtek\Audio\HDA\AERTSr.exe`, `C:\Program Files \Foxit Software\Foxit Reader\FoxitRdr64.exe`, `C:\Program Files \Adobe\Flash Player\AddIns\airappinstaller\airappinstall.exe`, and `C:\Program Files \Adobe\Acrobat Reader DC\Reader\AcroRd64.exe`."
2690,T1036,T1036.005,Match Legitimate Name or Location,"Tropic Trooper, has hidden payloads in Flash directories and fake installer files."
2691,T1036,T1036.005,Match Legitimate Name or Location,"Magic Hound, has used `dllhost.exe` to mask Fast Reverse Proxy  and `MicrosoftOutLookUpdater.exe` for Plink."
2692,T1036,T1036.005,Match Legitimate Name or Location,"PROMETHIUM, has disguised malicious installer files by bundling them with legitimate software installers."
2693,T1036,T1036.005,Match Legitimate Name or Location,"Aoqin Dragon, has used fake icons including antivirus and external drives to disguise malicious payloads."
2694,T1036,T1036.005,Match Legitimate Name or Location,"LuminousMoth, has disguised their exfiltration malware as `ZoomVideoApp.exe`."
2695,T1036,T1036.005,Match Legitimate Name or Location,"Whitefly, has named the malicious DLL the same name as DLLs belonging to legitimate software from various security vendors."
2696,T1036,T1036.005,Match Legitimate Name or Location,"Machete,'s Machete, MSI installer has masqueraded as a legitimate Adobe Acrobat Reader installer."
2697,T1036,T1036.005,Match Legitimate Name or Location,"Carbanak, has named malware ""svchost.exe,"" which is the name of the Windows shared service host program."
2698,T1036,T1036.005,Match Legitimate Name or Location,"Lazarus Group, has renamed malicious code to disguise it as Microsoft's narrator and other legitimate files."
2699,T1036,T1036.005,Match Legitimate Name or Location,"Darkhotel, has used malware that is disguised as a Secure Shell  tool."
2700,T1036,T1036.005,Match Legitimate Name or Location,"The file name AcroRD32.exe, a legitimate process name for Adobe's Acrobat Reader, was used by APT1, as a name for malware."
2701,T1036,T1036.005,Match Legitimate Name or Location,"Blue Mockingbird, has masqueraded their XMRIG payload name by naming it wercplsupporte.dll after the legitimate wercplsupport.dll file."
2702,T1036,T1036.005,Match Legitimate Name or Location,"Sidewinder, has named malicious files rekeywiz.exe to match the name of a legitimate Windows executable."
2703,T1036,T1036.005,Match Legitimate Name or Location,"menuPass, has been seen changing malicious files to appear legitimate."
2704,T1036,T1036.005,Match Legitimate Name or Location,"Sowbug, named its tools to masquerade as Windows or Adobe Reader software, such as by using the file name adobecms.exe and the directory CSIDL_APPDATA\microsoft\security."
2705,T1036,T1036.005,Match Legitimate Name or Location,"APT39, has used malware disguised as Mozilla Firefox and a tool named mfevtpse.exe to proxy C2 communications, closely mimicking a legitimate McAfee file mfevtps.exe."
2706,T1036,T1036.005,Match Legitimate Name or Location,"Kimsuky, has renamed malware to legitimate names such as ESTCommon.dll or patch.dll."
2707,T1036,T1036.005,Match Legitimate Name or Location,"APT5, has named exfiltration archives to mimic Windows Updates at times using filenames with a `KB<digits>.zip` pattern."
2708,T1036,T1036.005,Match Legitimate Name or Location,"Poseidon Group, tools attempt to spoof anti-virus processes as a means of self-defense."
2709,T1036,T1036.005,Match Legitimate Name or Location,"Silence, has named its backdoor ""WINWORD.exe""."
2710,T1036,T1036.005,Match Legitimate Name or Location,"Fox Kitten, has named binaries and configuration files svhost and dllhost respectively to appear legitimate."
2711,T1036,T1036.005,Match Legitimate Name or Location,"ToddyCat, has used the name `debug.exe` for malware components."
2712,T1036,T1036.005,Match Legitimate Name or Location,"SideCopy, has used a legitimate DLL file name, `Duser.dll` to disguise a malicious remote access tool."
